Speaker_name,Count,Speaker_age_at_recording,Speaker_gender,Speaker_age_group,path
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.TzVxVXtuwl4_17440.62-17455.72.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.hIiADZ6RRKE_9940.13-9959.62.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.lD0E8AB6uHs_8779.95-8799.93.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.IrVRpjEFNy8_1318.37-1338.19.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg._VrhtTcPNm8_8066.96-8086.65.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.O6yqrb74b58_19056.66-19067.61.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.ytNmldJ8awI_2037.65-2056.97.wav
"Vucelić, Damjan",630,39.0,M,young,data_age/seg.hIiADZ6RRKE_11918.76-11938.46.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.g_7n37_9B_E_10532.18-10552.14.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.3YwjvKTcTlI_23274.0-23290.52.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.KnLfswocmwE_1559.63-1579.14.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.-ZstXL0NcOo_5183.44-5203.07.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.Jnoeay6g96I_10166.92-10186.09.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.LawoafWqSs4_2671.33-2690.79.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.sdD4_tpoBNY_9810.39-9830.03.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.MbZGxmmrF-I_9227.0-9246.83.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.OHMdj38FkBI_14857.27-14877.14.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.MbZGxmmrF-I_9567.9-9587.46.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.0usFzRcRXwI_14075.15-14095.06.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.qFvDz3JF_Xc_10108.15-10128.14.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.sR_p6PbQPeI_24032.63-24044.78.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.MbZGxmmrF-I_9285.28-9304.0.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.sdD4_tpoBNY_9197.66-9210.15.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.MbZGxmmrF-I_9194.26-9209.33.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.8AWHBpKrfTM_11135.44-11155.41.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.zszY0-vwr70_18062.83-18074.99.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.3YwjvKTcTlI_22825.56-22834.06.wav
"Demetlika, Tulio",1477,60.0,M,old,data_age/seg.on9WnAhubWg_23056.55-23076.04.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.5hKCeE0WXcQ_9012.05-9031.11.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.XRVcOb8n3Co_7558.86-7572.36.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.5hKCeE0WXcQ_9071.43-9085.49.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.LZETjGQNaNk_17656.49-17676.36.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.aN0EGs6FYRk_2772.57-2792.31.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.zzEYIorfRmM_6265.59-6285.5.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.aN0EGs6FYRk_1492.74-1512.66.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.WYQk1srnyb0_3130.87-3141.73.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.Ko5OBGRMETo_16683.46-16696.1.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.4OANjyvK28Q_3458.27-3478.25.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.6brMYGcwDbY_6476.23-6495.23.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.UHy6n1k-Jno_7345.77-7365.29.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.AFkWUHpNZW8_13864.82-13883.99.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.4_yZqDEYbaw_6276.41-6296.04.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.4_yZqDEYbaw_6076.29-6095.91.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.a9Jz6KAkBFs_6028.74-6047.74.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.wAvVNgL6KOk_11887.04-11903.93.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.dJMQDU3U6_Y_9613.11-9632.4.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.6brMYGcwDbY_5006.96-5026.77.wav
"Horvat, Darko",1487,48.0,M,young,data_age/seg.C-7-3Cxi7WU_17319.82-17339.76.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.eWxcWiMNqe4_6275.7-6295.57.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.eWxcWiMNqe4_6315.03-6325.54.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.i2cfKyLYdWQ_1558.87-1575.55.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.Ko5OBGRMETo_16405.85-16422.08.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.rFVDr4ghXlQ_20464.04-20472.67.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.zkrXjY__UXM_2040.11-2059.62.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.K-mnBdJr3Fc_4714.36-4734.19.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.0n_W0iHVhpU_9864.83-9884.78.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.zszY0-vwr70_1052.78-1063.79.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.1s4JHlcC_rM_1330.27-1341.79.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.cZ5xMJ7MZQ4_3894.82-3913.93.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.dvDYDmngXjk_9069.37-9089.16.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.l8zdyfQzMbc_16491.56-16511.1.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.K-mnBdJr3Fc_5324.14-5343.66.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.cZ5xMJ7MZQ4_3914.32-3933.63.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.x7iNlUeEEbs_7147.19-7167.0.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.jCqsAa1sNoQ_2861.59-2870.98.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg._VTTkJdto-U_7510.84-7530.61.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.6gTpUiJHZbw_445.06-464.89.wav
"Kirin, Ivan",552,68.0,M,old,data_age/seg.Ko5OBGRMETo_15310.13-15325.41.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.0b6RVqesEUE_7001.87-7021.72.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.Kt0nJgPw41E_8625.68-8643.3.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.X_6fTHwFfpM_4425.61-4443.85.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.OjQV7hrE9vE_6659.4-6679.03.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.x7iNlUeEEbs_3236.44-3256.36.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.z7dLHsAfSdI_5544.18-5564.13.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.vjsshG0eI0U_12832.28-12850.44.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.OjQV7hrE9vE_2959.13-2978.8.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.V_e2sdFELaM_14260.58-14278.16.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.jFJqRQYd2eg_8235.7-8255.61.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.XUegMjW5_z0_4190.23-4200.29.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.z7dLHsAfSdI_5374.55-5394.51.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.z7dLHsAfSdI_5311.8-5327.89.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.vjsshG0eI0U_3248.26-3258.31.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.vjsshG0eI0U_3204.68-3224.13.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.PRZE3vwba14_9542.43-9562.18.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.ST6gpm9k15Q_8988.32-9008.17.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.x2t6FCoqJws_17968.21-17988.08.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.VyeKrbwhKN0_11997.4-12017.35.wav
"Bilek, Vladimir",216,41.0,M,young,data_age/seg.jFJqRQYd2eg_8152.45-8172.24.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.qmyWlgt8OUE_18767.52-18787.1.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.qmyWlgt8OUE_10046.69-10066.47.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.br4voetH4cU_591.47-606.34.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.8LAI5kcBfVs_2082.2-2100.99.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.URS5XyOpLSI_16662.89-16675.87.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.cgqq7U2hixw_2977.66-2988.77.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.CjM2LMQC4gg_11212.84-11232.39.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.m0_tp7wqYxI_3918.38-3938.07.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.m0_tp7wqYxI_4009.35-4028.31.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg._A6u1Hz02e8_4926.95-4946.79.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.Zq_p2_SIZHI_15927.98-15936.67.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.cgqq7U2hixw_2918.61-2938.16.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.kr7AcaY6GaU_7013.5-7032.41.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.rwxXXCrpWBU_2691.75-2711.43.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.3Is860qq5QQ_6858.13-6877.98.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.t6xMRGvGuNM_2924.07-2943.88.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.rwxXXCrpWBU_2750.97-2763.39.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.3Is860qq5QQ_7009.97-7026.98.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.br4voetH4cU_807.42-824.45.wav
"Vidović, Franko",477,51.0,M,old,data_age/seg.tvTuGZ_fgLM_12494.28-12513.78.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.Ffp0qCvvwOQ_1384.28-1404.18.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.vUcOuoVdoMg_14883.52-14903.41.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.9wxLAtT0uyc_4334.6-4349.35.wav
"Daus, Emil",427,42.0,M,young,data_age/seg._QfqIOIdu_E_6283.9-6294.42.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.invFHSxR5nA_1762.96-1782.54.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.WBXffMn1G1E_10489.93-10509.71.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.9wxLAtT0uyc_3936.17-3955.96.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.y5Rpk9AIbMY_3934.64-3954.63.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.WBXffMn1G1E_10431.61-10449.05.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.vStFZDMBHFA_487.45-507.28.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.y5Rpk9AIbMY_3895.37-3914.71.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.XUegMjW5_z0_16598.38-16618.36.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.FYva30UGvBE_864.29-883.85.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.y5Rpk9AIbMY_10785.56-10797.16.wav
"Daus, Emil",427,42.0,M,young,data_age/seg._QfqIOIdu_E_6127.97-6147.08.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.dvDYDmngXjk_7924.86-7944.59.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.ST6gpm9k15Q_13609.81-13625.54.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.dvDYDmngXjk_8330.36-8349.51.wav
"Daus, Emil",427,42.0,M,young,data_age/seg._QfqIOIdu_E_6199.28-6218.98.wav
"Daus, Emil",427,42.0,M,young,data_age/seg.vUcOuoVdoMg_14726.59-14746.36.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.k0VzxBzGQ-s_498.68-518.61.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.OmcDtlzv2Xs_3917.79-3936.28.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.JxzqEMWNUro_10767.8-10782.9.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.WoEEFk8lcDA_3051.8-3071.52.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.VyeKrbwhKN0_19644.36-19663.42.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.SpYPAZPO3hE_9370.07-9385.43.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.9UCrtnKBgqs_16944.47-16964.44.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.FqvbevAiyYM_4895.35-4914.91.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.UHy6n1k-Jno_8549.93-8569.79.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.CubdbvUkuI4_6998.18-7018.07.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.v44Chne6UCw_4877.12-4896.92.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.WoEEFk8lcDA_2859.92-2868.92.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.MLWXje95pCk_13954.66-13968.05.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.EdOPd59A2NI_18809.1-18824.34.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.SpYPAZPO3hE_9796.98-9816.71.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.EBH_kjsH-bw_13027.35-13047.09.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.K9IqJo93eoM_11512.48-11529.4.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.y1P0xTGUfkQ_14365.73-14382.44.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.5Feg2lxQ3-I_17087.01-17106.92.wav
"Stričak, Anđelko",1245,46.0,M,young,data_age/seg.SpYPAZPO3hE_9522.15-9541.66.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.ARIAGjO3P9c_18481.47-18501.31.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.Ow2zEc4S9Tk_10702.32-10722.3.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.YWK2AWP0Tq0_1935.75-1955.2.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.HmQceciBYwo_11212.33-11232.25.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.7MAfXKBv9Dw_5782.98-5802.26.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.njma4HsOql4_17368.81-17388.78.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.PAKRaXXMxVY_15789.79-15809.45.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.ARIAGjO3P9c_18928.42-18948.15.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.9wxLAtT0uyc_17721.65-17738.49.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.Ipptk7Qntq4_7218.76-7238.39.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.S2arE590S-c_6157.74-6168.19.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.YPRcJ55pmOk_294.65-303.66.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.I3iN6Ty_pdY_4954.1-4963.49.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.sZDjfPvSv5g_6837.02-6856.6.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.9W67_smR7qM_10237.44-10257.14.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.njma4HsOql4_17793.55-17812.57.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.eEqtOY6RRH0_11373.29-11392.93.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.lkep5C6z3uc_1233.13-1249.52.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.njma4HsOql4_17443.57-17463.35.wav
"Đujić, Saša",2980,38.0,M,young,data_age/seg.MpLv6KlBcpQ_19738.15-19757.93.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.qPWodyOReQk_3039.72-3050.73.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.-aa4kot7dUU_10597.7-10617.0.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.oxaHSUqmkFo_3456.15-3476.12.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.vtRN30WCBjE_17222.91-17239.97.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.5Feg2lxQ3-I_8774.86-8794.8.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.put21svpfW8_4338.21-4356.06.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.LFVfcCY2ebk_8242.05-8259.76.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.dAeQtmiiIYE_5675.98-5690.16.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.PVBxwSBClvE_2987.98-2998.21.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.AUZxNF3C_8A_14458.38-14469.69.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.dAeQtmiiIYE_16952.49-16972.42.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.1VEe0dkWXfc_1947.84-1967.8.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.EBH_kjsH-bw_13703.08-13722.82.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.AUZxNF3C_8A_14330.66-14350.33.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.9UCrtnKBgqs_12849.29-12869.27.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.C6IiD0LJ56E_7555.25-7572.04.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.vtRN30WCBjE_17184.79-17203.53.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.5Feg2lxQ3-I_13372.84-13385.66.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.EBH_kjsH-bw_13682.42-13702.3.wav
"Ljubić, Božo",1356,69.0,M,old,data_age/seg.LFVfcCY2ebk_2797.8-2814.82.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.1QYBXziV7rU_12173.58-12193.22.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.UPHLmUzadcg_4887.86-4907.79.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.ChLhsFZXpo0_20707.83-20727.16.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.WYQk1srnyb0_14686.27-14705.18.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.C5AIqruVTag_24263.95-24283.75.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.ChLhsFZXpo0_20791.93-20811.57.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.kr7AcaY6GaU_15124.8-15144.54.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.kfaJP_v3AMo_12949.12-12960.22.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.UPHLmUzadcg_5141.3-5160.81.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.WYQk1srnyb0_14535.31-14554.79.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.vsnqvRMj2N8_7207.49-7226.93.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.ytNmldJ8awI_10915.59-10933.09.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.vsnqvRMj2N8_7449.32-7469.07.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg._XViiCiau9E_21431.32-21451.1.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.IRBTIpmhJe8_8561.54-8570.61.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.rC8whgT9jrU_8957.87-8976.1.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.vsnqvRMj2N8_7309.83-7329.63.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.KMGKU5I8aUQ_18769.31-18789.1.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.pF8JV-wbmAA_7485.17-7504.85.wav
"Lončar, Davor",371,58.0,M,old,data_age/seg.njma4HsOql4_17692.22-17702.09.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.3yuEqtP43QI_12720.93-12740.44.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.SSkLACqpljg_3603.79-3622.03.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.5emroKDiyY0_1924.97-1944.27.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.t9P6Cu30UFQ_19812.19-19831.82.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.bFuM6vBlCQE_17689.87-17707.85.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.lLuRksi0rvY_12237.59-12257.34.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.xEa2KjNWHt0_20536.65-20556.24.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.Ya3R0cW7Eqc_2275.27-2294.7.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.akNP4VLqqak_3705.94-3725.5.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg._VrhtTcPNm8_3983.63-4002.33.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.6SHhUaPhbtk_8199.17-8218.97.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.4OANjyvK28Q_4160.51-4180.36.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.bB87qD5RT-Y_12306.19-12320.0.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.N2W0YV7Osxs_11953.42-11973.18.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.SpYPAZPO3hE_19101.45-19121.37.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.YPRcJ55pmOk_16653.9-16673.74.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.sR_p6PbQPeI_18868.05-18884.75.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.bB87qD5RT-Y_11596.43-11612.15.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.1grMQpeHt7Q_373.15-392.61.wav
"Lalovac, Boris",2513,42.0,M,young,data_age/seg.SpYPAZPO3hE_18753.41-18766.7.wav
"Jovanović, Željko",2718,53.0,M,old,data_age/seg.SFq6Nqx7cXc_10813.24-10833.21.wav
"Jovanović, Željko",2718,53.0,M,old,data_age/seg.XDOVoojci5A_9714.49-9734.44.wav
